idVehiculo;deposito;tipoVehiculo;motivo;turno;grua;fechaEntrada;tipoVia;via;numero;cp
CO20230913115325;COLON;3;7;1;S348;2023-09-13 11:52:00;CALLE;GRANADA;40;28007
M320230913115440;MEDIODIA 3;1;56;1;S320;2023-09-13 11:53:00;CALLE;ANTONIO MAURA;14;28014
RE20230913115901;EL RECUERDO;3;44;1;S347;2023-09-13 11:58:00;CALLE;HOSPITAL RAMON Y CAJAL;0;0
RE20230913120933;EL RECUERDO;1;7;1;S303;2023-09-13 12:08:00;CALLE;AV BURGOS;6;28036
M320230913121216;MEDIODIA 3;3;14;1;S326;2023-09-13 12:11:00;CALLE;AYERBE;7;28042
M320230913122503;MEDIODIA 3;3;14;1;S332;2023-09-13 12:24:00;CALLE;CONSUELO GUZMAN;7;28044
CO20230913123743;COLON;3;22;1;S319;2023-09-13 12:33:00;CALLE;MOLINA SEGURA ;27;0    
VC20230913123633;VICALVARO;3;20;1;S321;2023-09-13 12:35:00;CALLE;DUQUESA DE PARCENT;74;28047
ES20230913125215;ESCUADRON;3;54;1;S315;2023-09-13 12:46:00;CALLE;NICOLAS SALMERON;0;28017
M320230913124936;MEDIODIA 3;3;46;1;S317;2023-09-13 12:48:00;CALLE;LA CERAMICA;0;28038
ES20230913130143;ESCUADRON;7;13;1;S284;2023-09-13 12:58:00;CALLE;DOCTOR LOZANO;9;28038
ES20230913130436;ESCUADRON;3;8;1;S284;2023-09-13 13:02:00;CALLE;JUANA ;0;28003
ES20230913130709;ESCUADRON;7;8;1;S284;2023-09-13 13:06:00;CALLE;JUANA DOÑA;0;28045
ES20230913131130;ESCUADRON;7;8;1;S284;2023-09-13 13:10:00;CALLE;JUANA DOÑA;0;28045
ES20230913131543;ESCUADRON;7;8;1;S284;2023-09-13 13:14:00;CALLE;JUANA DOÑA;0;28045
PI20230913133615;PASEO IMPERIAL;3;7;1;S336;2023-09-13 13:34:00;CALLE;BUENDIA;35;28018
ES20230913134310;ESCUADRON;7;8;1;S284;2023-09-13 13:42:00;CALLE;JUANA DOÑA;0;28045
ES20230913134509;ESCUADRON;7;8;1;S284;2023-09-13 13:44:00;CALLE;JUANA DOÑA;0;28045
PI20230913134921;PASEO IMPERIAL;3;7;1;S320;2023-09-13 13:47:00;CALLE;BUENDIA;;28018
ES20230913134810;ESCUADRON;1;14;1;S284;2023-09-13 13:47:00;PASEO;DIRECCION;FAROLA 63;28029
RE20230913135103;EL RECUERDO;3;46;1;S311;2023-09-13 13:50:00;AVENIDA;DE EUROPA;39;28023
VC20230913135533;VICALVARO;3;20;1;S331;2023-09-13 13:54:00;CALLE;GORRION;0;28025
PI20230913140712;PASEO IMPERIAL;3;37;1;S317;2023-09-13 14:05:00;CALLE;JAIME EL CONQUISTADOR;;28045
CO20230913140827;COLON;3;31;1;S300;2023-09-13 14:07:00;CALLE;HERNANI;34;28020
PI20230913141132;PASEO IMPERIAL;3;7;1;S321;2023-09-13 14:10:00;CALLE;LOYOLA;;28026
CO20230913141355;COLON;3;42;1;S367;2023-09-13 14:12:00;CALLE;TELEMACO;17;28027
VC20230913141728;VICALVARO;3;37;1;S322;2023-09-13 14:16:00;CALLE;ANTONIO LÓPEZ;140;28019
PI20230913142409;PASEO IMPERIAL;3;14;1;S336;2023-09-13 14:20:00;CAMINO;DE LA VENTA;;28011
PI20230913144751;PASEO IMPERIAL;1;22;1;;2023-09-13 14:44:00;ACCES;BASE ESCUADRON;0;
VC20230913153502;VICALVARO;3;14;2;S304;2023-09-13 15:29:00;ACCESO;AEROPUERTO T1  SALIDAS;SN;0    
ES20230913154724;ESCUADRON;4;20;2;S318;2023-09-13 15:35:00;CALLE;SAN MODESTO;SN;28034
VC20230913155329;VICALVARO;3;7;2;S337;2023-09-13 15:52:00;CALLE;SANTA GENOVEVA;0;28017
CO20230913160601;COLON;3;33;2;S363;2023-09-13 16:04:00;CALLE;ESTRELLA POLAR;10;28983
ES20230913160928;ESCUADRON;1;16;2;S348;2023-09-13 16:05:00;PASEO;CASTELLANA;182;28045
ES20230913162435;ESCUADRON;1;14;2;S284;2023-09-13 16:22:00;PLAZA;CANOVAS DEL CASTILLO;SN;28014
VC20230913164109;VICALVARO;3;54;2;S343;2023-09-13 16:39:00;AVENIDA;TRECE ROSAS;SN;28017
M320230913165542;MEDIODIA 3;3;7;2;S335;2023-09-13 16:51:00;CALLE;TRECE ROSAS;0;1236
M320230913170058;MEDIODIA 3;3;7;2;S309;2023-09-13 16:58:00;CALLE;SANTA GENOVEVA;0;28017
CO20230913171618;COLON;3;31;2;S368;2023-09-13 17:13:00;CALLE;EDGAR NEVILLE;21;28020
VC20230913171604;VICALVARO;3;6;2;S341;2023-09-13 17:15:00;CALLE;TAMPICO;57;28027
ES20230913172109;ESCUADRON;3;14;2;S301;2023-09-13 17:18:00;CALLE;ALBASANZ;26;28037
ES20230913172448;ESCUADRON;3;31;2;S304;2023-09-13 17:22:00;CALLE;EDGAR NEVILLE;21;28020
VC20230913173416;VICALVARO;1;16;2;S284;2023-09-13 17:33:00;CALLE;ARROYO MEDIA LEGUA;0;28030
M320230913173647;MEDIODIA 3;3;44;2;S323;2023-09-13 17:33:00;CALLE;TOMAS ESTEBAN;26;28053
M320230913175228;MEDIODIA 3;3;44;2;S321;2023-09-13 17:47:00;CALLE;JOSELITO;22;28043
ES20230913180342;ESCUADRON;3;13;2;S331;2023-09-13 18:01:00;AVENIDA;PALOMERAS;99;28018
RE20230913180536;EL RECUERDO;3;7;2;S303;2023-09-13 18:01:00;CALLE;AYERBE;0;28042
VC20230913181307;VICALVARO;3;7;2;S322;2023-09-13 18:05:00;CALLE;AYERBE;SN;28042
CO20230913182228;COLON;3;7;2;S319;2023-09-13 18:21:00;CALLE;AMOS DE ESCALANTE;4;28027
RE20230913182513;EL RECUERDO;3;7;2;S343;2023-09-13 18:24:00;CALLE;AYERBE;0;28042
PI20230913183526;PASEO IMPERIAL;3;7;2;S335;2023-09-13 18:34:00;CALLE;AYERBE;0;28042
VC20230913183612;VICALVARO;3;14;2;S309;2023-09-13 18:35:00;AVENIDA;INGENIERO TORRES QUEVEDO;1;28022
ES20230913185222;ESCUADRON;3;13;2;S318;2023-09-13 18:51:00;PASEO;REINA CRISTINA;5;28014
PI20230913185351;PASEO IMPERIAL;3;7;2;S334;2023-09-13 18:52:00;CALLE;AYERBE;0;28042
M320230913185721;MEDIODIA 3;3;7;2;S348;2023-09-13 18:55:00;CALLE;AYERBE;0;28042
ES20230913190726;ESCUADRON;1;8;2;S284;2023-09-13 19:05:00;AVENIDA;VALLADOLID;81;28008
PI20230913190924;PASEO IMPERIAL;3;7;2;S339;2023-09-13 19:07:00;CALLE;AYERBE;0;28042
M320230913191231;MEDIODIA 3;3;14;2;S333;2023-09-13 19:08:00;CALLE;PICOS DE EUROPA;12;28038
ES20230913191354;ESCUADRON;1;14;2;S284;2023-09-13 19:12:00;PLAZA;ALOSNO;SN;28032
RE20230913192611;EL RECUERDO;3;7;2;S301;2023-09-13 19:21:00;CALLE;AYERBE;42;28042
RE20230913195953;EL RECUERDO;3;7;2;S322;2023-09-13 19:57:00;CALLE;AYERBE;41;28042
PI20230913200001;PASEO IMPERIAL;3;22;2;S304;2023-09-13 19:58:00;CALLE;SERRANO;71;28002
ES20230913202009;ESCUADRON;3;30;2;S337;2023-09-13 19:58:00;AVENIDA;DAROCA;90;28017
VC20230913201438;VICALVARO;3;14;2;S363;2023-09-13 20:04:00;CALLE;FÉLIX RODRÍGUEZ DE LA FUENTE;9;28030
VC20230913200722;VICALVARO;3;14;2;S368;2023-09-13 20:05:00;CALLE;FELIX RODRIGUEZ DE LA FUENTE;9;28017
VC20230913204131;VICALVARO;3;7;2;S343;2023-09-13 20:30:00;CALLE;AYERBE;SN;28042
VC20230913204717;VICALVARO;3;7;2;S341;2023-09-13 20:46:00;CALLE;AYERBE;SN;28042
ES20230913205301;ESCUADRON;3;13;2;S319;2023-09-13 20:51:00;CALLE;SAN MODESTO;SN;28034
VC20230913210144;VICALVARO;1;20;2;S309;2023-09-13 20:59:00;CALLE;JILOCA;4;28016
VC20230913210952;VICALVARO;3;20;2;S323;2023-09-13 21:08:00;CALLE;MARCELINO CASTILLO;SN;28047
RE20230913211023;EL RECUERDO;3;30;2;S301;2023-09-13 21:08:00;AVENIDA;DE AROCA;90;28032
PI20230913211206;PASEO IMPERIAL;3;30;2;S339;2023-09-13 21:10:00;AVENIDA;DAROCA;90;28021
PI20230913211622;PASEO IMPERIAL;3;30;2;S321;2023-09-13 21:15:00;AVENIDA;DAROCA;90;28021
ES20230913212032;ESCUADRON;3;7;2;S334;2023-09-13 21:18:00;CALLE;AYERBE;SN;28042
PI20230913212056;PASEO IMPERIAL;3;8;2;S331;2023-09-13 21:19:00;CALLE;HERNANDEZ MAS;20;28053
PI20230913212354;PASEO IMPERIAL;3;30;2;S333;2023-09-13 21:22:00;AVENIDA;DAROCA;20;28021
PI20230913213006;PASEO IMPERIAL;3;30;2;S335;2023-09-13 21:28:00;AVENIDA;DAROCA;90;28021
RE20230913213039;EL RECUERDO;1;20;2;S284;2023-09-13 21:28:00;CALLE;ABARZUZA;1574;28033
VC20230913213725;VICALVARO;3;30;2;S322;2023-09-13 21:36:00;AVENIDA;DAROCA;90;28017
ES20230913223505;ESCUADRON;3;13;3;S337;2023-09-13 22:32:00;PLAZA;CEBADA;10;28005
ES20230913230706;ESCUADRON;1;14;3;S348;2023-09-13 23:05:00;CALLE;HERMANDAD;5;28025
ES20230913231712;ESCUADRON;3;54;3;S347;2023-09-13 23:14:00;CALLE;GRAN VIA;46;28013
VC20230913232353;VICALVARO;1;20;3;S304;2023-09-13 23:22:00;CALLE;JILOCA;1;28016
M320230913234057;MEDIODIA 3;1;14;3;S337;2023-09-13 23:38:00;CALLE;CARLOS Y GUILLERMO FERNANDEZ SHAW;1;28007
M320230914000711;MEDIODIA 3;1;14;3;S370;2023-09-14 00:05:00;PUENTE;FELIPE JUVARA;0;28043
M320230914001004;MEDIODIA 3;3;33;3;S358;2023-09-14 00:07:00;CALLE;LUIS I;2;28031
M320230914003323;MEDIODIA 3;3;33;3;S357;2023-09-14 00:32:00;CALLE;LUIS I;8;28031
M320230914005439;MEDIODIA 3;3;7;3;S304;2023-09-14 00:53:00;CALLE;LUIS I;2;28031
M320230914005558;MEDIODIA 3;3;7;3;S348;2023-09-14 00:54:00;CALLE;LUIS I;2;28031
M320230914014631;MEDIODIA 3;3;7;3;S368;2023-09-14 01:00:00;CALLE;LUIS I;2;28031
M320230914010439;MEDIODIA 3;3;7;3;S347;2023-09-14 01:02:00;CALLE;LUIS I;2;28031
M320230914011635;MEDIODIA 3;3;7;3;S370;2023-09-14 01:15:00;CALLE;SIERRA GORDA;0;28031
ES20230914012155;ESCUADRON;3;14;3;S358;2023-09-14 01:20:00;CALLE;DOLORES BARRANCO;80;28026
M320230914020940;MEDIODIA 3;3;30;3;S337;2023-09-14 02:08:00;AVENIDA;DAROCA;90;28017
M320230914021843;MEDIODIA 3;3;30;3;S357;2023-09-14 02:16:00;AVENIDA;DAROCA;90;28017
M320230914024915;MEDIODIA 3;3;30;3;S354;2023-09-14 02:47:00;AVENIDA;DAROCA;90;28017
CO20230914032406;COLON;3;42;3;S370;2023-09-14 03:10:00;CALLE;FERNANDO VI;8;28004
M320230914031941;MEDIODIA 3;3;30;3;S337;2023-09-14 03:18:00;AVENIDA;DAROCA;90;28017
ES20230914032857;ESCUADRON;3;14;3;S304;2023-09-14 03:27:00;CALLE;ISLA GRACIOSA;17;28034
CO20230914041153;COLON;3;42;3;S358;2023-09-14 03:50:00;CALLE;FERNANDO VI;0;28004
CO20230914040736;COLON;3;42;3;S348;2023-09-14 03:50:00;CALLE;FERNANDO VI;8;28004
CO20230914035801;COLON;3;42;3;S347;2023-09-14 03:55:00;CALLE;FERNANDO VI;8;28004
CO20230914040348;COLON;3;42;3;S368;2023-09-14 03:58:00;CALLE;FERNANDO VI;0;28004
M320230914042056;MEDIODIA 3;3;33;3;S370;2023-09-14 04:19:00;CALLE;CASAS DE MIRAVETE;4;28031
CO20230914043824;COLON;3;6;3;S357;2023-09-14 04:35:00;CALLE;FUENDETODOS;25;28047
CO20230914053512;EL RECUERDO;3;7;3;S354;2023-09-14 05:20:00;CALLE;MAURICIO LEGENDRE;37;28046
CO20230914052850;COLON;3;14;3;S370;2023-09-14 05:25:00;CALLE;SANTUARIO;70;28026
CO20230914053542;COLON;3;7;3;S358;2023-09-14 05:34:00;CALLE;DE MAURICIO LEGENDRE;37;28046
ES20230914062332;ESCUADRON;1;13;1;;2023-09-14 06:19:00;AUTOVIA;M30 CALZADA;0;0
CO20230914073043;COLON;3;7;1;S319;2023-09-14 07:29:00;CALLE;SAN RESTITUTO;0;28036
CO20230914075149;COLON;3;30;1;S337;2023-09-14 07:43:00;CALLE;SILVA;4;28004
M320230914075355;MEDIODIA 3;3;30;1;S318;2023-09-14 07:52:00;AVENIDA;DAROCA;90;28017
CO20230914075415;COLON;3;30;1;S368;2023-09-14 07:52:00;CALLE;SILVA;4;0
CO20230914075614;COLON;4;30;1;S358;2023-09-14 07:54:00;AVENIDA;DAROCA;90;28017
M320230914075739;MEDIODIA 3;3;30;1;S363;2023-09-14 07:56:00;AVENIDA;DAROCA;90;28017
M320230914075853;MEDIODIA 3;3;30;1;S307;2023-09-14 07:58:00;AVENIDA;DAROCA;90;28017
CO20230914080650;COLON;3;30;1;S348;2023-09-14 08:05:00;AVENIDA;DAROCA;90;28021
M320230914082652;MEDIODIA 3;3;30;1;S326;2023-09-14 08:25:00;AVENIDA;DAROCA;90;28017
ES20230914084226;ESCUADRON;3;7;1;S347;2023-09-14 08:41:00;CALLE;VIA LUSITANA;32;28025
CO20230914090306;COLON;3;30;1;S318;2023-09-14 09:01:00;AVENIDA;DE AROCA;0;28032
CO20230914092005;COLON;3;30;1;S319;2023-09-14 09:18:00;AVENIDA;DE AROCA;90;28032
VC20230914092959;VICALVARO;3;7;1;S302;2023-09-14 09:28:00;CALLE;AYERBE;0;28042
VC20230914095041;VICALVARO;3;7;1;S322;2023-09-14 09:49:00;CALLE;VILLABLANCA;0;28032
M320230914095440;MEDIODIA 3;3;7;1;S336;2023-09-14 09:53:00;CALLE;BURJASOT;17;28021
M320230914095659;MEDIODIA 3;3;14;1;S317;2023-09-14 09:55:00;CALLE;ANTONIO LEYVA;25;28019
RE20230914101728;EL RECUERDO;3;30;1;S367;2023-09-14 10:13:00;CALLE;AYERBE;0;00   
RE20230914101934;EL RECUERDO;3;30;1;S357;2023-09-14 10:17:00;CALLE;AYERBE;0;00   
RE20230914102136;EL RECUERDO;3;7;1;S354;2023-09-14 10:19:00;CALLE;AYERBE;0;00   
VC20230914102231;VICALVARO;3;30;1;S368;2023-09-14 10:21:00;AVENIDA;DAROCA;90;28021
M320230914102627;MEDIODIA 3;3;14;1;S334;2023-09-14 10:25:00;CALLE;ANTONIO LEYVA;25;28019
PI20230914103944;PASEO IMPERIAL;3;7;1;S331;2023-09-14 10:35:00;AVENIDA;MANZANARES;18;28026
ES20230914103605;ESCUADRON;4;33;1;S307;2023-09-14 10:35:00;AVENIDA;DE EUROPA;25;28023
VC20230914104248;VICALVARO;3;14;1;S338;2023-09-14 10:42:00;CALLE;ALFREDO MARQUERIE;12;28034
CO20230914104339;COLON;3;30;1;S358;2023-09-14 10:42:00;AVENIDA;DAROCA;0;28017
CO20230914104436;COLON;3;7;1;S337;2023-09-14 10:43:00;CALLE;SAN BERNARDO;122;28013
CO20230914104618;COLON;3;33;1;S370;2023-09-14 10:45:00;CALLE;DELICIAS;4;28045
RE20230914105113;EL RECUERDO;7;7;1;S284;2023-09-14 10:50:00;CALLE;ABADA;14;28013
CO20230914105156;COLON;3;30;1;S363;2023-09-14 10:50:00;AVENIDA;DE DAROCA;90;28017
RE20230914105234;EL RECUERDO;7;7;1;S284;2023-09-14 10:51:00;CALLE;ABADA;;28013
RE20230914105345;EL RECUERDO;7;7;1;S284;2023-09-14 10:52:00;CALLE;ABADA;;28013
M320230914105408;MEDIODIA 3;3;24;1;S348;2023-09-14 10:52:00;CALLE;ABEL;7;28039
RE20230914105450;EL RECUERDO;1;7;1;S284;2023-09-14 10:53:00;CALLE;ABADA;14;28013
CO20230914105609;COLON;3;7;1;S347;2023-09-14 10:54:00;AVENIDA;DE DAROCA;90;28017
RE20230914105720;EL RECUERDO;1;7;1;S284;2023-09-14 10:55:00;CALLE;ABADA;;28013
RE20230914105826;EL RECUERDO;1;7;1;S284;2023-09-14 10:57:00;CALLE;ABADA;;28013
CO20230914111646;COLON;3;7;1;S319;2023-09-14 11:15:00;CALLE;SANTA ENGRACIA;0;28003
CO20230914112938;COLON;3;3;1;S326;2023-09-14 11:28:00;CALLE;SÁNCHEZ BARCAIZTEGUI;41;28007
RE20230914113354;EL RECUERDO;3;30;1;S306;2023-09-14 11:32:00;CALLE;AYERBE;0;00   
VC20230914115113;VICALVARO;3;20;1;S322;2023-09-14 11:50:00;CALLE;ESTEFANITA;8;28021
CO20230914120202;COLON;3;30;1;S368;2023-09-14 11:59:00;AVENIDA;DAROCA;90;28017
CO20230914120951;COLON;3;31;1;S358;2023-09-14 12:08:00;PASEO;ANTONIO FLORES;1;28004
CO20230914121244;COLON;3;33;1;S348;2023-09-14 12:10:00;CALLE;GRANADA;37;28007
VC20230914121053;VICALVARO;3;30;1;S338;2023-09-14 12:10:00;AVENIDA;DAROCA;90;28017
RE20230914121342;EL RECUERDO;3;7;1;S367;2023-09-14 12:12:00;CALLE;CUEVAS DE ALMANZORA;75;28012
CO20230914121739;COLON;3;3;1;S307;2023-09-14 12:14:00;CALLE;SANCHEZ BARCA IZTEGUI;41;28007
ES20230914121513;ESCUADRON;3;14;1;S318;2023-09-14 12:14:00;CALLE;GRAN VIA;33;0    
VC20230914121704;VICALVARO;3;20;1;S331;2023-09-14 12:14:00;CALLE;SAHARA;79;28041
CO20230914121830;COLON;3;30;1;S363;2023-09-14 12:17:00;AVENIDA;DE DAROCA;90;28017
ES20230914122945;ESCUADRON;3;30;1;S337;2023-09-14 12:28:00;CALLE;AYERBE;SN;28042
M320230914123348;MEDIODIA 3;3;56;1;S336;2023-09-14 12:31:00;CALLE;DEL ALCALDE SAINZ DE BARANDA;81;28009
CO20230914123423;COLON;3;3;1;S302;2023-09-14 12:32:00;CALLE;SANCHEZ BARCA IZTEGUI;41;28007
CO20230914124741;COLON;3;31;1;S319;2023-09-14 12:46:00;CALLE;ANDRES MELLADO;110;28015
ES20230914124801;ESCUADRON;3;30;1;S347;2023-09-14 12:46:00;CALLE;AYERBE;FAROLA 37;00   
RE20230914130931;EL RECUERDO;1;44;1;S284;2023-09-14 12:54:00;CALLE;DE VALENCIA;;28012
VC20230914130113;VICALVARO;3;54;1;S357;2023-09-14 12:59:00;CALLE;RICARDO ORTIZ;4;28017
M320230914131940;MEDIODIA 3;3;14;1;S370;2023-09-14 13:18:00;CALLE;LUIS DE HOYOS SAINZ;28;28030
CO20230914133650;COLON;3;44;1;S367;2023-09-14 13:35:00;CALLE;RAMIREZ ARELLANO;7;28043
PI20230914134829;PASEO IMPERIAL;3;9;1;S330;2023-09-14 13:44:00;CALLE;GOMEZ ACEBO;;28021
CO20230914134621;COLON;3;7;1;S334;2023-09-14 13:45:00;CALLE;SORIA;2;28005
VC20230914135354;VICALVARO;1;14;1;S284;2023-09-14 13:52:00;AVENIDA;DOCTOR GARCIA TAPIA;1;28030
CO20230914140928;COLON;3;14;1;S357;2023-09-14 14:07:00;CALLE;M30   12  CO4;0;0    
VC20230914141205;VICALVARO;4;30;1;S201;2023-09-14 14:11:00;AVENIDA;DAROCA;90;28017
PI20230914141618;PASEO IMPERIAL;3;14;1;S317;2023-09-14 14:15:00;CALLE;MAESTRO ARBOS;3;28045
CO20230914143307;COLON;3;33;1;S370;2023-09-14 14:31:00;CALLE;NARCISO SERRA;04;28007
CO20230914161534;COLON;3;33;2;S318;2023-09-14 16:14:00;CALLE;DE GRANADA;22;28007
CO20230914163112;COLON;3;33;2;S337;2023-09-14 16:29:00;CALLE;GRANADA;22;28007
RE20230914165424;EL RECUERDO;3;42;2;S306;2023-09-14 16:50:00;CALLE;VIA LIMITE;7;28029
CO20230914165407;COLON;3;7;2;S367;2023-09-14 16:51:00;CALLE;ANDRES MELLADO;102;28015
PI20230914171237;PASEO IMPERIAL;3;33;2;S327;2023-09-14 17:09:00;CALLE;DELICIAS;23;28045
VC20230914173456;VICALVARO;3;14;2;S311;2023-09-14 17:34:00;CALLE;HIERBABUENA;37;28039
VC20230914175843;VICALVARO;3;14;2;S334;2023-09-14 17:57:00;CALLE;HERNANDEZ MAS;16;28053
VC20230914181018;VICALVARO;1;14;2;S284;2023-09-14 18:09:00;CALLE;TOLEDO;30;28005
VC20230914181337;VICALVARO;1;14;2;S284;2023-09-14 18:12:00;RONDA;DE TOLEDO;32;28005
VC20230914181809;VICALVARO;3;14;2;S322;2023-09-14 18:16:00;PLAZA;ANTONIO MARIA SEGOVIA;5;28031
RE20230914182844;EL RECUERDO;3;30;2;S306;2023-09-14 18:24:00;AVENIDA;GENERAL PERÓN;20;28020
ES20230914183452;ESCUADRON;3;14;2;S323;2023-09-14 18:28:00;AVENIDA;OSA MAYOR;4;28023
CO20230914191029;COLON;3;7;2;S354;2023-09-14 19:08:00;CALLE;LAURIN;39;28043
ES20230914194920;ESCUADRON;1;14;2;S318;2023-09-14 19:47:00;CALLE;JOAQUIN COSTA;28;28002
VC20230914200223;VICALVARO;3;20;2;S330;2023-09-14 20:01:00;CALLE;LEON FELIPE;2;28038
ES20230914210034;ESCUADRON;3;14;2;S331;2023-09-14 20:59:00;CALLE;FEDERICO GUTIERREZ;0;28027
ES20230914211825;ESCUADRON;3;13;2;S323;2023-09-14 21:15:00;CALLE;CARLOS AURIOLES;12;28018
VC20230914213114;VICALVARO;3;46;2;S343;2023-09-14 21:30:00;CALLE;GONZALO DE BERCEO;5;28017
CO20230914214322;COLON;3;14;2;S357;2023-09-14 21:42:00;CALLE;SAGASTA;01;28004
VC20230914223529;VICALVARO;1;16;3;S337;2023-09-14 22:33:00;CALLE;PIO FELIPE;0;28038
CO20230915000701;COLON;3;7;3;S337;2023-09-14 23:50:00;CALLE;CASAS DE MIRAVETE;0;28031
RE20230915001017;EL RECUERDO;3;30;3;S347;2023-09-15 00:08:00;CALLE;BUSCON DON PABLOS;0;28042
RE20230915001239;EL RECUERDO;3;30;3;S348;2023-09-15 00:11:00;CALLE;BUSCON DON PABLOS;0;28042
M320230915001645;MEDIODIA 3;3;14;3;S307;2023-09-15 00:15:00;CALLE;SAN GENARO;0;28021
ES20230915010436;ESCUADRON;3;13;3;S354;2023-09-15 01:03:00;CALLE;BRAVO MURILLO;0;28020
VC20230915012617;VICALVARO;3;20;3;S337;2023-09-15 01:24:00;CALLE;CORREGIDOR MENDO DE ZUÑIGA;11;28030
M320230915013756;MEDIODIA 3;4;33;3;S357;2023-09-15 01:36:00;CALLE;CASAS DE MIRAVETE;10;28031
CO20230915014407;COLON;3;6;3;S364;2023-09-15 01:40:00;CALLE;TAMPICO;15;28027
ES20230915022053;ESCUADRON;3;13;3;S307;2023-09-15 02:19:00;CALLE;MATEO INURRIA;0;28036
VC20230915023212;VICALVARO;3;14;3;S348;2023-09-15 02:30:00;CALLE;CALAHORRA;36;28032
ES20230915030158;ESCUADRON;3;13;3;S337;2023-09-15 03:00:00;AVENIDA;DE LOS POBLADOS;0;28044
VC20230915030757;VICALVARO;3;57;3;S347;2023-09-15 03:06:00;CARRETERA;00 VILLAVERDE A VALLECAS Y DEL KM 0 HASTA EL 2;0;28031
VC20230915042955;VICALVARO;3;14;3;S368;2023-09-15 03:40:00;CALLE;CAMINO VIEJO DE VICALVARO;0;28032
ES20230915040233;ESCUADRON;3;30;3;S307;2023-09-15 04:01:00;CALLE;AYERBE;0;28042
ES20230915040511;ESCUADRON;3;30;3;S348;2023-09-15 04:03:00;CALLE;AYERBE;0;28042
CO20230915041312;COLON;3;30;3;S364;2023-09-15 04:07:00;CALLE;AYERBE;0;28042
CO20230915042209;COLON;3;30;3;S357;2023-09-15 04:20:00;CALLE;AYERBE;0;28042
ES20230915042626;ESCUADRON;3;42;3;S337;2023-09-15 04:24:00;CALLE;CARPESA;14;28024
VC20230915051458;VICALVARO;3;49;3;S354;2023-09-15 05:12:00;AVENIDA;DAROCA;0;28017
CO20230915053348;COLON;3;13;3;S357;2023-09-15 05:30:00;CALLE;ARTURO SORIA;43;28033
CO20230915053845;COLON;1;13;3;S364;2023-09-15 05:37:00;CALLE;AYERBE;0;00   
ES20230915073436;ESCUADRON;3;49;1;S365;2023-09-15 07:33:00;AUTOVIA;A 3 VIA DE SERVICIO;5.300;28000
CO20230915090034;COLON;3;7;1;S363;2023-09-15 08:57:00;CALLE;GENERAL PARDIÑAS;106;28001
CO20230915101229;COLON;3;31;1;S315;2023-09-15 10:09:00;CALLE;GALILEO;21;28015
CO20230915101042;COLON;3;31;1;S318;2023-09-15 10:09:00;CALLE;GALILEO;21;28015
CO20230915101733;COLON;3;33;1;S364;2023-09-15 10:16:00;CALLE;DE LAS DELICIAS;41;28045
CO20230915102320;COLON;3;33;1;S357;2023-09-15 10:19:00;CALLE;DELICIAS;34;28045
PI20230915102119;PASEO IMPERIAL;3;3;1;S336;2023-09-15 10:19:00;CALLE;CARLOS MARTIN ALVAREZ;71;28018
ES20230915105718;ESCUADRON;3;8;1;S337;2023-09-15 10:56:00;AVENIDA;COMPLUTENSE;3;28040
CO20230915105938;COLON;3;7;1;S363;2023-09-15 10:58:00;CALLE;GUTEMBERG;1;28014
CO20230915110256;COLON;3;7;1;S368;2023-09-15 11:01:00;CALLE;MENDEZ ALVARO;14;28054
PI20230915110636;PASEO IMPERIAL;3;46;1;S348;2023-09-15 11:03:00;CALLE;CAMINO VIEJO DE LEGANES;11;28019
PI20230915110833;PASEO IMPERIAL;3;33;1;S333;2023-09-15 11:06:00;CALLE;DE GRANADA;13;28007
CO20230915111040;COLON;3;33;1;S353;2023-09-15 11:07:00;CALLE;GRANADA;1;28007
ES20230915111012;ESCUADRON;3;7;1;S347;2023-09-15 11:09:00;CALLE;PRINCIPAL DE PROVINCIAS;21;28011
PI20230915112526;PASEO IMPERIAL;3;33;1;S317;2023-09-15 11:20:00;PASEO;JESUITAS;21;28011
PI20230915113640;PASEO IMPERIAL;3;33;1;S320;2023-09-15 11:35:00;CALLE;GRANADA;3;28007
M320230915114004;MEDIODIA 3;3;3;1;S331;2023-09-15 11:39:00;CALLE;CAMPO DE LA PALOMA;12;28018
M320230915114131;MEDIODIA 3;4;14;1;S215;2023-09-15 11:40:00;CALLE;ANTONIO VICENT;56;28019
CO20230915114632;COLON;3;44;1;S315;2023-09-15 11:45:00;CALLE;DEL PORTAL DE BELEN;6;28009
ES20230915114808;ESCUADRON;4;26;1;S284;2023-09-15 11:46:00;AUTOVIA;M 30;SN;0    
CO20230915115146;COLON;3;7;1;S302;2023-09-15 11:50:00;CALLE;LUCIO DEL VALLE;2;28003
RE20230915120524;EL RECUERDO;3;19;1;S356;2023-09-15 12:03:00;CALLE;SAN MODESTO;44;28026
RE20230915120632;EL RECUERDO;3;19;1;S311;2023-09-15 12:05:00;CALLE;SAN MODESTO;42;28026
ES20230915120845;ESCUADRON;3;8;1;S348;2023-09-15 12:08:00;CALLE;JUAN ALVAREZ MENDIZABAL;63;28008
CO20230915121031;COLON;3;54;1;S353;2023-09-15 12:09:00;CALLE;RIOS ROSAS;57;28004
CO20230915121505;COLON;3;54;1;S363;2023-09-15 12:12:00;CALLE;AGUSTIN BETANCOURT;5;28003
CO20230915121406;COLON;3;7;1;S357;2023-09-15 12:12:00;CALLE;MONTALBAN;8;28014
